hru_id,lat_cen,lon_cen,AREA,elev_mean,aridity_Im,seasonalityOfAridity_Imr,annualSnowFraction_fs,clusters
14020000,45.69477,-118.18835,343467830.95,1207.14121037,0.2637155,0.8190684,0.22588935,5
14092750,44.74743,-121.70809,64916085.8268,1460.56923077,0.703434,0.89475715,0.28251234,1
14096850,45.03435,-121.46096,384275551.021,935.4933687,0.56566715,0.8977551,0.20529543,1
14137000,45.30801,-121.87651,676455308.325,999.869242199,0.7972757,0.8940846,0.24890073,1
14138800,45.43958,-121.87952,21833903.6793,1009.95454545,0.79433703,0.8969049,0.28993556,1
14138870,45.4718,-121.9875,15341431.6171,882.3125,0.79919946,0.8922383,0.22203785,1
14138900,45.53408,-122.01723,21990596.1006,829.47826087,0.84561336,0.8961114,0.026463198,9
14139800,45.44413,-122.01432,41212797.474,786.0,0.8069348,0.8848146,0.11402468,1
14141500,45.41544,-122.04301,60329873.7847,725.639344262,0.80853945,0.88327456,0.09161724,9
14154500,43.66204,-122.71525,549577802.099,851.73540146,0.65105665,0.9070229,0.0,9
14158500,44.39672,-122.00186,122905919.896,1178.90983607,0.6348615,0.9013125,0.21516804,1
14158790,44.36002,-122.07449,40765467.9517,1225.85714286,0.70359814,0.91146654,0.0,9
14166500,44.10252,-123.45066,238142307.559,255.894957983,0.7057773,0.91704494,0.0,9
14182500,44.82652,-122.34103,292899386.473,799.469178082,0.79238945,0.89483935,0.13111125,1
14185000,44.37924,-122.31802,449695761.422,883.191011236,0.70362014,0.9114679,0.0,9
14185900,44.58919,-122.31096,258386182.149,917.573076923,0.80013776,0.8937038,0.14462061,1
14187000,44.32938,-122.53038,137760285.176,718.215827338,0.72106254,0.91255945,0.0,9
14216500,46.21386,-122.01595,349923849.783,929.870317003,0.8780053,0.8940911,0.13241987,1
14222500,45.80792,-122.28502,329055185.68,559.149390244,0.84817356,0.8927051,0.0,9
14236200,46.605,-122.28922,364498136.035,660.379501385,0.8621701,0.8771505,0.0,9
14301000,45.86674,-123.39198,1745227416.1,357.693149108,0.8382366,0.87295276,0.0,9
14303200,45.3237,-123.53069,8074802.82379,646.4,0.8197486,0.8803002,0.0,9
14305500,44.81731,-123.71999,526423213.171,397.574952562,0.8059067,0.8943332,0.0,9
14306340,44.26003,-123.60289,14756227.9185,507.5,0.77232,0.9032256,0.0,9
14308990,42.79438,-123.04089,171309553.208,909.360946746,0.48142695,0.9166842,0.0,7
14309500,42.83017,-123.74216,226314346.471,737.623893805,0.68218064,0.9168528,0.0,9
14316700,43.4529,-122.64677,588025032.966,947.553082192,0.60576546,0.90373176,0.011210393,9
14325000,42.79249,-124.02763,444925650.66,649.241610738,0.74391204,0.9069184,0.0,9
14362250,42.16583,-123.12535,43877900.7796,939.577777778,0.47097772,0.92201555,0.0,7
14400000,42.23303,-124.00527,703386532.103,668.427350427,0.7543822,0.91734123,0.0,9
